,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
39,BR4,51.375665840277655,-0.009917151041666678,PizzaExpress,51.37567165146932,-0.014894136770635669,Pizza Place
40,BR4,51.375665840277655,-0.009917151041666678,Lidl,51.3751972570776,-0.0127781656111515,Supermarket
41,BR4,51.375665840277655,-0.009917151041666678,Boots,51.376602416164594,-0.01476287841796875,Pharmacy
42,BR4,51.375665840277655,-0.009917151041666678,The Swan,51.37592434744438,-0.014896988868713379,Pub
43,BR4,51.375665840277655,-0.009917151041666678,Sonargaon,51.37526163210164,-0.011413553108827216,Indian Restaurant
44,BR4,51.375665840277655,-0.009917151041666678,Domino's Pizza,51.3757983257393,-0.015929685378750946,Pizza Place
45,BR4,51.375665840277655,-0.009917151041666678,Sainsbury's,51.37687303847608,-0.014902978653301702,Supermarket
46,BR4,51.375665840277655,-0.009917151041666678,WHSmith,51.37591244875268,-0.016772177478515005,Stationery Store
47,BR5,51.38919758899934,0.10252719862490511,Tonbridge Glass 24/7,51.3891239537483,0.10394096374511719,Other Repair Shop
48,BR5,51.38919758899934,0.10252719862490511,Stanley Bakeries,51.390776,0.107063,Bakery
49,BR5,51.38919758899934,0.10252719862490511,Dulux Decorator Centre,51.391727,0.105987,Home Service
50,BR5,51.38919758899934,0.10252719862490511,Aidan McMahon Ltd,51.38659,0.0989,Construction & Landscaping
51,BR5,51.38919758899934,0.10252719862490511,Atomwide,51.38875688845286,0.10862410883657081,Tech Startup
52,BR6,51.36753395727573,0.091772287925697,Obee Carpentry Limited,51.3639725,0.08968700000002627,Home Service
53,BR6,51.36753395727573,0.091772287925697,Weddingcars4princesses,51.3633533,0.09252289999999999,Auto Dealership
54,BR6,51.36753395727573,0.091772287925697,The Maxwell,51.37196427824269,0.0909313821170439,Pub
55,BR7,51.41180729861109,0.05938985833333351,Imperial Arms,51.40919013530581,0.06218032848274448,Bar
56,BR7,51.41180729861109,0.05938985833333351,Chislehurst Golf Club,51.41344076365894,0.0593411922454834,Golf Course
57,BR7,51.41180729861109,0.05938985833333351,The Ramblers Rest,51.408802286284505,0.06262789679563226,Pub
58,BR7,51.41180729861109,0.05938985833333351,The Smi Permanent Makeup Clinic,51.41483927303564,0.06445884704589844,Health & Beauty Service
59,BR8,51.396025636363646,0.14025754545454544,Brocken Hurst Café,51.395166,0.140285,Fast Food Restaurant
60,BR8,51.396025636363646,0.14025754545454544,Brock sauna,51.395074645384646,0.14047046286010215,Sauna / Steam Room
61,BR8,51.396025636363646,0.14025754545454544,AvaSnak,51.395334,0.140251,Diner
62,CM14,51.609021000000006,0.260054,Mizu,51.60939544194806,0.26585181827164295,Noodle House
63,CM23,51.528566,-0.116476,Gagosian Gallery,51.53012536622044,-0.11806534057711696,Art Gallery
64,CM23,51.528566,-0.116476,Frequency,51.52911,-0.11579733,Coffee Shop
65,CM23,51.528566,-0.116476,Aux Pains de Papy,51.52934,-0.12030311,Bakery
66,CM23,51.528566,-0.116476,The Queen's Head,51.52834322754559,-0.11855826833828818,Pub
67,CM23,51.528566,-0.116476,Paolina Thai Cafe,51.530659950963404,-0.11841853214092374,Thai Restaurant
68,CM23,51.528566,-0.116476,MEAT Liquor King's X,51.53052656513461,-0.1197322684748533,Burger Joint
69,CM23,51.528566,-0.116476,Honest Burgers,51.53087874196808,-0.119039104215517,Burger Joint
70,CM23,51.528566,-0.116476,Pizza Union,51.53098437323851,-0.11993333707884483,Pizza Place
71,CM23,51.528566,-0.116476,The Joint,51.5304338,-0.118869,Recording Studio
72,CM23,51.528566,-0.116476,Sen Viet,51.52916265705885,-0.11577737782770618,Vietnamese Restaurant
73,CM23,51.528566,-0.116476,Mildreds,51.5313237619858,-0.11733055114746092,Vegetarian / Vegan Restaurant
74,CM23,51.528566,-0.116476,The Racketeer,51.52842206103877,-0.1157273131998231,Cocktail Bar
75,CM23,51.528566,-0.116476,The Harrison,51.5276888786253,-0.12040450474986167,Pub
76,CM23,51.528566,-0.116476,Calthorpe Project,51.52686842120938,-0.11818510849174625,Garden
77,CM23,51.528566,-0.116476,Ground Control,51.529794542334926,-0.11045878532909499,Café
78,CM23,51.528566,-0.116476,The Postal Museum,51.52485260588665,-0.1138853688278883,History Museum
79,CM23,51.528566,-0.116476,Mail Rail,51.52472577186193,-0.11363983154296875,Theme Park Ride / Attraction
80,CM23,51.528566,-0.116476,Point A Hotel King's Cross St. Pancras,51.52886328339442,-0.11945381241066602,Hotel
81,CM23,51.528566,-0.116476,Keystone Crescent,51.53178504171536,-0.12078772894882053,Speakeasy
82,CM23,51.528566,-0.116476,"Drink, Shop & Do",51.53139687227583,-0.12120275334563403,Café
83,CM23,51.528566,-0.116476,Quill London,51.529194555984894,-0.11033200785619833,Arts & Crafts Store
84,CM23,51.528566,-0.116476,Yogahaven,51.53151568279294,-0.11274350601892241,Yoga Studio
85,CM23,51.528566,-0.116476,The Lexington,51.53166897299987,-0.11135887713385406,Rock Club
86,CM23,51.528566,-0.116476,St George's Gardens,51.52585031115929,-0.12161215397825151,Garden
87,CM23,51.528566,-0.116476,The Easton,51.52626553443042,-0.11129176709800959,Pub
88,CM23,51.528566,-0.116476,The Lucas Arms,51.528408,-0.11952393,Pub
89,CM23,51.528566,-0.116476,Bar Pepito,51.531180607046366,-0.12169003467054143,Wine Bar
90,CM23,51.528566,-0.116476,Big Chill Kings Cross,51.530969099795016,-0.1199254432782426,Bar
91,CM23,51.528566,-0.116476,The George And Monkey,51.529886011583734,-0.11033841396248306,Pub
92,CM23,51.528566,-0.116476,Wilmington Square,51.527222352211744,-0.11036758760350722,Garden
93,CM23,51.528566,-0.116476,The House Of Toby London,51.52875503588199,-0.11885304335344653,Hotel
94,CM23,51.528566,-0.116476,Cappadocia,51.529803033410985,-0.12043717251683186,Café
95,CM23,51.528566,-0.116476,Flat Iron,51.532417770244884,-0.12013604092915946,Steakhouse
96,CM23,51.528566,-0.116476,Macdonald Hotel,51.52911178604572,-0.12293941039382097,Hotel
97,CM23,51.528566,-0.116476,Camino,51.53120468661658,-0.12172348978585604,Tapas Restaurant
98,CM23,51.528566,-0.116476,Utility - Gift Boutique,51.530826854877226,-0.12121874575848823,Gift Shop
99,CM23,51.528566,-0.116476,Hurricane Room,51.53052621156955,-0.12082386949349327,Pool Hall
100,CM23,51.528566,-0.116476,Gran Abrazo,51.53210428915673,-0.12046052478469449,Italian Restaurant
101,CM23,51.528566,-0.116476,King Charles I,51.53249304523261,-0.11968492692754133,Pub
102,CM23,51.528566,-0.116476,Piebury Corner,51.53114725346085,-0.12100441033040944,Pie Shop
103,CM23,51.528566,-0.116476,Best Mangal Restaurant & Bar,51.530304255208854,-0.12134043634988771,Turkish Restaurant
104,CM23,51.528566,-0.116476,Urban Kings,51.53129953884284,-0.12194988621630624,Gym / Fitness Center
105,CM23,51.528566,-0.116476,Supawan,51.53200882180088,-0.12063724441136207,Thai Restaurant
106,CM23,51.528566,-0.116476,The Scottish Stores,51.531112595712415,-0.12101602293888379,Pub
107,CM23,51.528566,-0.116476,Goodenough Club Hotel,51.52545881319093,-0.11772455823163733,Hotel
108,CM23,51.528566,-0.116476,Casa Mamma,51.530569139384,-0.12206116444807626,Italian Restaurant
109,CM23,51.528566,-0.116476,Eddie's,51.53046731310797,-0.12155553967280905,Fast Food Restaurant
110,CM23,51.528566,-0.116476,Five Guys,51.53074311661093,-0.12184007511552863,Burger Joint
111,CM23,51.528566,-0.116476,Scala,51.53056883395013,-0.12080596921127872,Music Venue
112,CM23,51.528566,-0.116476,The Poor School,51.53117454401317,-0.11964989269997944,Performing Arts Venue
113,CM23,51.528566,-0.116476,Black Sheep Coffee,51.53089231701545,-0.12129690473559412,Coffee Shop
114,CM23,51.528566,-0.116476,VOC Restaurant and Bar,51.53124371458333,-0.12162824445136076,Modern European Restaurant
115,CM23,51.528566,-0.116476,Housmans,51.53125202478469,-0.12093681455824444,Bookstore
116,CM23,51.528566,-0.116476,Pompidou,51.53089621020897,-0.12140992305049926,Café
117,CM23,51.528566,-0.116476,middleat,51.53139717885379,-0.12110710144042967,Middle Eastern Restaurant
118,CM23,51.528566,-0.116476,Jesmond Dene Hotel London,51.529120030423265,-0.1233338137750836,Hotel
119,CM23,51.528566,-0.116476,Kings Cross Best Mangal,51.53034595246651,-0.1214079282747604,Turkish Restaurant
120,CM23,51.528566,-0.116476,Blue River Cafe,51.5325560201116,-0.11971688119355492,Café
121,CM23,51.528566,-0.116476,Simmons Bar,51.53189730616764,-0.1207639403530482,Cocktail Bar
122,CM23,51.528566,-0.116476,McGlynn's,51.52852533409766,-0.12325873555435525,Pub
123,CM23,51.528566,-0.116476,Q's Chicken,51.53137152678653,-0.12095076973111805,Fast Food Restaurant
124,CM23,51.528566,-0.116476,The Water Rats,51.52894096520283,-0.11968075216580737,Rock Club
125,CM23,51.528566,-0.116476,Clink261,51.52910820940868,-0.11991663473864204,Hostel
126,CM23,51.528566,-0.116476,The Princess Hotel,51.52880216638804,-0.12316578522202234,Bed & Breakfast
127,CM23,51.528566,-0.116476,Calthorpe Arms,51.524837422473155,-0.11632803948838674,Pub
128,CM23,51.528566,-0.116476,Foodilic,51.53098324978625,-0.12029392860492301,Salad Place
129,CM23,51.528566,-0.116476,Euro Tandoori,51.530474196408704,-0.12146713008958122,Indian Restaurant
130,CM23,51.528566,-0.116476,Crestfield Hotel St Pancras,51.52972315718917,-0.12248943769882487,Hotel
131,CM23,51.528566,-0.116476,La Regina,51.53037397313666,-0.12306292912067603,Italian Restaurant
132,CM23,51.528566,-0.116476,Nenno Pizza,51.531454702883515,-0.12088828613219788,Italian Restaurant
133,CM23,51.528566,-0.116476,Pret A Manger,51.53071869427611,-0.12216772266770833,Sandwich Place
134,CM23,51.528566,-0.116476,"Rush Salon, King's Cross",51.53088677298888,-0.12101340812954324,Cosmetics Shop
135,CM23,51.528566,-0.116476,Costa Coffee,51.52899678709802,-0.11978443819331955,Coffee Shop
136,CM23,51.528566,-0.116476,Carlton Hotel,51.53051247200903,-0.12223207997753817,Hotel
137,CM23,51.528566,-0.116476,Co-op Food,51.529289877800615,-0.12000913212536632,Grocery Store
138,CM23,51.528566,-0.116476,Indian Lounge,51.53063237437664,-0.12223254971501643,Indian Restaurant
139,CM23,51.528566,-0.116476,KFC London - Kings Cross,51.530265,-0.12146,Fast Food Restaurant
140,CM23,51.528566,-0.116476,Backpackers Bar,51.531283053169304,-0.12089130078192283,Bar
141,CM23,51.528566,-0.116476,Royal Thai,51.532225601909154,-0.12028815419610633,Thai Restaurant
142,CM23,51.528566,-0.116476,Argyle Square Gardens,51.52895490988873,-0.12234512023620907,Park
143,CM23,51.528566,-0.116476,Angus Hotel,51.528687262670005,-0.12217715204633862,Hotel
144,CM23,51.528566,-0.116476,Rough Luxe Hotel,51.530389952835165,-0.1223133063324064,Hotel
145,CM23,51.528566,-0.116476,Trio D'Or Café,51.52435113903838,-0.11610316767847687,Café
146,CR0,51.37323435312834,-0.0782066132909156,Sandilands London Tramlink Stop,51.37509449209654,-0.0778622158544177,Tram Station
147,CR0,51.37323435312834,-0.0782066132909156,Bus Stop T,51.374968,-0.074155,Bus Stop
148,CR0,51.37323435312834,-0.0782066132909156,The Cricketers,51.37509985066149,-0.08370606001236719,Pub
149,CR2,51.3452429863397,-0.09544652331606156,Purley Oaks Railway Station (PUO),51.34691357283029,-0.09864266273179255,Train Station
150,CR2,51.3452429863397,-0.09544652331606156,Wettern Tree Garden,51.34357725132905,-0.09280830514211957,Park
151,CR2,51.3452429863397,-0.09544652331606156,Platform 4,51.346751296495384,-0.09875687208785809,Platform
152,CR2,51.3452429863397,-0.09544652331606156,Platform 3,51.34695646572473,-0.09867177296904137,Platform
153,CR2,51.3452429863397,-0.09544652331606156,Station Fish Bar,51.348035210205396,-0.0945216409484922,Fish & Chips Shop
154,CR2,51.3452429863397,-0.09544652331606156,Master Chef,51.34839676,-0.09422833000000001,Fish & Chips Shop
155,CR2,51.3452429863397,-0.09544652331606156,Sanderstead Railway Station (SNR),51.34835935370757,-0.09364828819384563,Train Station
156,CR3,51.31452949256506,-0.1318906802973976,Poppy Cafe,51.31493377685547,-0.13532449305057526,Café
157,CR3,51.31452949256506,-0.1318906802973976,Coulsdon Memorial Grounds,51.31557219326257,-0.13548533972950633,Park
158,CR3,51.31452949256506,-0.1318906802973976,Teleplex Ltd,51.31827,-0.131,Garden Center
159,CR3,51.31452949256506,-0.1318906802973976,Platform 1,51.31545198762758,-0.13807076212123548,Platform
160,CR4,51.40253356114764,-0.144780169602415,JGB Roofing Specialist & Sons,51.40142,-0.1473706,Construction & Landscaping
161,CR4,51.40253356114764,-0.144780169602415,Sherwood Park Road Bus Stop,51.40039085455101,-0.14459006576770225,Bus Stop
162,CR4,51.40253356114764,-0.144780169602415,M&R Electrical Services Ltd,51.40081,-0.13922,Construction & Landscaping
163,CR44,51.38232177272727,-0.13289631818181816,Hydro Cleansing,51.383316,-0.13076,Home Service
164,CR44,51.38232177272727,-0.13289631818181816,Therapia Lane London Tramlink Stop,51.385620267627154,-0.12894389247887422,Tram Station
165,CR44,51.38232177272727,-0.13289631818181816,Sports Direct,51.379777373832894,-0.1270915492357376,Sporting Goods Shop
166,CR44,51.38232177272727,-0.13289631818181816,B&Q,51.38111932757006,-0.1274460171966485,Hardware Store
167,CR5,51.316005976824805,-0.1373496558516794,Art Rebellion,51.31982046002178,-0.1389500059743327,Art Gallery
168,CR5,51.316005976824805,-0.1373496558516794,Poppy Cafe,51.31493377685547,-0.13532449305057526,Café
169,CR5,51.316005976824805,-0.1373496558516794,Coulsdon Memorial Grounds,51.31557219326257,-0.13548533972950633,Park
170,CR5,51.316005976824805,-0.1373496558516794,Platform 1,51.31545198762758,-0.13807076212123548,Platform
171,CR5,51.316005976824805,-0.1373496558516794,Thirstyworks,51.31331053922811,-0.13890193841524234,Smoke Shop
172,CR5,51.316005976824805,-0.1373496558516794,Mirch Masala,51.319464,-0.138989,Indian Restaurant
173,CR5,51.316005976824805,-0.1373496558516794,bus stop g coulsdon library,51.319576,-0.139351,Bus Stop
174,CR6,51.322173875000004,-0.04614575,The Harrow,51.319529892801754,-0.042738247536300636,Gastropub
175,CR7,51.392713092356665,-0.10351042887473484,Indulge Caterers Ltd,51.39085069999999,-0.1059459,Food Service
176,CR7,51.392713092356665,-0.10351042887473484,Pawsons Arms,51.393048,-0.096649,Pub
177,CR8,51.33685682755484,-0.11122540510948897,Las Fuentes,51.33851417037038,-0.11541090619681016,Tapas Restaurant
178,CR8,51.33685682755484,-0.11122540510948897,PizzaExpress,51.33881435672784,-0.11695319786156233,Pizza Place
179,CR8,51.33685682755484,-0.11122540510948897,Purley Leisure Centre,51.339267068496696,-0.11503770239716389,Gym
180,CR8,51.33685682755484,-0.11122540510948897,Domino's Pizza,51.337756,-0.113888,Pizza Place
181,CR8,51.33685682755484,-0.11122540510948897,Costa Coffee,51.337005,-0.117788,Coffee Shop
182,CR8,51.33685682755484,-0.11122540510948897,Boots,51.3386830703005,-0.1153281503822497,Pharmacy
183,CR8,51.33685682755484,-0.11122540510948897,Subway,51.33916060172988,-0.11570881194131744,Sandwich Place
184,CR8,51.33685682755484,-0.11122540510948897,Mingo Argentine Steakhouse Purley,51.33906081178415,-0.11711061000823975,Argentinian Restaurant
185,CR8,51.33685682755484,-0.11122540510948897,KFC,51.3397928,-0.1141255,Fast Food Restaurant
186,CR8,51.33685682755484,-0.11122540510948897,Sainsbury's Local,51.33959,-0.114485,Supermarket
187,CR8,51.33685682755484,-0.11122540510948897,The Jolly Farmers,51.3380481109738,-0.11659054174958301,Pub
188,CR8,51.33685682755484,-0.11122540510948897,Platform 6,51.337269166094956,-0.11389756505861767,Platform
189,CR8,51.33685682755484,-0.11122540510948897,Platform 4,51.33743481600301,-0.1140038097883588,Platform
190,CR8,51.33685682755484,-0.11122540510948897,Tesco Extra,51.33687979368473,-0.11714011430740356,Supermarket
191,CR8,51.33685682755484,-0.11122540510948897,Coughlans Bakery,51.33908695831499,-0.11538191497803202,Café
192,CR8,51.33685682755484,-0.11122540510948897,Get Fired!,51.339545,-0.115171,Hobby Shop
193,CR8,51.33685682755484,-0.11122540510948897,Costa Coffee,51.33891040078387,-0.11640180937661485,Coffee Shop
194,CR9,51.374821577788786,-0.09504562336301572,BOXPARK Croydon,51.37503385473559,-0.09359773391568056,Food Court
195,CR9,51.374821577788786,-0.09504562336301572,Coqfighter Chicken & Beer,51.37504365206947,-0.0935912005731379,Korean Restaurant
196,CR9,51.374821577788786,-0.09504562336301572,Scrumpchino's,51.37384678152949,-0.09859866699079116,Café
197,CR9,51.374821577788786,-0.09504562336301572,Chilango,51.37489537450802,-0.09358763727531678,Burrito Place
198,CR9,51.374821577788786,-0.09504562336301572,Kokoro,51.37397665106856,-0.0984413614216835,Sushi Restaurant
199,CR9,51.374821577788786,-0.09504562336301572,Bao Bao,51.37498111168821,-0.09431748635032895,Asian Restaurant
200,CR9,51.374821577788786,-0.09504562336301572,Smoothbean!,51.374902,-0.094375,Coffee Shop
201,CR9,51.374821577788786,-0.09504562336301572,The Breakfast Club,51.37475530606113,-0.09410865345151727,Breakfast Spot
202,CR9,51.374821577788786,-0.09504562336301572,Premier Inn London Croydon Town Centre,51.3765311,-0.096073,Hotel
203,CR9,51.374821577788786,-0.09504562336301572,Nando's,51.374646,-0.094291,Portuguese Restaurant
204,CR9,51.374821577788786,-0.09504562336301572,Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
205,CR9,51.374821577788786,-0.09504562336301572,Five Guys,51.3733339,-0.100163,Burger Joint
206,CR9,51.374821577788786,-0.09504562336301572,Dog & Bull,51.373081096937405,-0.10148720048776085,Pub
207,CR9,51.374821577788786,-0.09504562336301572,Thai Express,51.37502918435571,-0.0936379465804956,Thai Restaurant
208,CR9,51.374821577788786,-0.09504562336301572,Nando's,51.3728269,-0.1005836,Portuguese Restaurant
209,CR9,51.374821577788786,-0.09504562336301572,Zara,51.37647630258857,-0.10173977039935732,Clothing Store
210,CR9,51.374821577788786,-0.09504562336301572,The Gym,51.3787558,-0.0973096,Gym / Fitness Center
211,CR9,51.374821577788786,-0.09504562336301572,Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
212,CR9,51.374821577788786,-0.09504562336301572,Hampton by Hilton,51.3777351972702,-0.09646115208186676,Hotel
213,CR9,51.374821577788786,-0.09504562336301572,Greek on the Street,51.37493318791277,-0.09419737201832273,Greek Restaurant
214,CR9,51.374821577788786,-0.09504562336301572,Cronx Bar,51.37475570173284,-0.09387731552124023,Bar
215,CR9,51.374821577788786,-0.09504562336301572,Waterstones,51.376038642453985,-0.09990040634448522,Bookstore
216,CR9,51.374821577788786,-0.09504562336301572,Turtle Bay,51.37313201335389,-0.10026811461122966,Caribbean Restaurant
217,CR9,51.374821577788786,-0.09504562336301572,Waitrose & Partners,51.3744022,-0.0957706,Supermarket
218,CR9,51.374821577788786,-0.09504562336301572,Salve Italian Restaurant,51.376271698156785,-0.09775223292310219,Italian Restaurant
219,CR9,51.374821577788786,-0.09504562336301572,Camden Coffee House,51.3752998113138,-0.10004229779848357,Coffee Shop
220,CR9,51.374821577788786,-0.09504562336301572,UNIQLO,51.375919324675635,-0.10196685791015625,Clothing Store
221,CR9,51.374821577788786,-0.09504562336301572,Paperchase,51.37575859578514,-0.10092616081237793,Stationery Store
222,CR9,51.374821577788786,-0.09504562336301572,The Spreadeagle,51.37239980648064,-0.0999907352758226,Pub
223,CR9,51.374821577788786,-0.09504562336301572,Game,51.37633515561751,-0.10143926640173374,Video Game Store
224,CR9,51.374821577788786,-0.09504562336301572,Primark,51.3740488,-0.1010776,Clothing Store
225,CR9,51.374821577788786,-0.09504562336301572,The Ship,51.372109185582644,-0.10022934416031148,Pub
226,CR9,51.374821577788786,-0.09504562336301572,Domino's Pizza,51.37586050009873,-0.09138,Pizza Place
227,CR9,51.374821577788786,-0.09504562336301572,Costa Coffee,51.37496607642113,-0.09282046050969503,Coffee Shop
228,CR9,51.374821577788786,-0.09504562336301572,WHSmith,51.3750189598995,-0.09290772023769023,Bookstore
229,CR9,51.374821577788786,-0.09504562336301572,Starbucks,51.376143,-0.09301,Coffee Shop
230,CR9,51.374821577788786,-0.09504562336301572,Platform 2,51.37604544286123,-0.09278077278428605,Platform
231,CR9,51.374821577788786,-0.09504562336301572,East Croydon Bus Station,51.3749139427583,-0.0919662460387468,Bus Station
232,CR9,51.374821577788786,-0.09504562336301572,Hustler Club UK,51.373797002869566,-0.0923092133763686,Strip Club
233,CR9,51.374821577788786,-0.09504562336301572,Delice de France,51.37620729585985,-0.09265422821044922,Bakery
234,CR9,51.374821577788786,-0.09504562336301572,Platform 3,51.3762505664519,-0.09265316066463332,Platform
235,CR9,51.374821577788786,-0.09504562336301572,Platform 4,51.37627734674772,-0.09268826561772453,Platform
236,CR9,51.374821577788786,-0.09504562336301572,easyHotel London Croydon,51.374925278374384,-0.09063269359683908,Hotel
237,CR9,51.374821577788786,-0.09504562336301572,énergie Fitness,51.37605996199191,-0.09105026721954346,Gym
238,CR9,51.374821577788786,-0.09504562336301572,Oscars Brasserie,51.373106,-0.091272,Restaurant
239,CR9,51.374821577788786,-0.09504562336301572,Whistlers Bar,51.372926644814946,-0.09133490603981642,Hotel Bar
240,CR9,51.374821577788786,-0.09504562336301572,Leisure Club,51.372727053908854,-0.09129366832069401,Gym / Fitness Center
241,CR9,51.374821577788786,-0.09504562336301572,Croydon Park Hotel,51.37301575866198,-0.09086666626899387,Hotel
242,CR9,51.374821577788786,-0.09504562336301572,Bedford Tavern,51.37876408593697,-0.09536380303010367,Pub
243,CR90,51.37731238009046,-0.10639852036199084,Kaspa's,51.37808080267699,-0.10265238594036688,Dessert Shop
244,CR90,51.37731238009046,-0.10639852036199084,Marks & Spencer,51.37742262770705,-0.10201474754521415,Department Store
245,CR90,51.37731238009046,-0.10639852036199084,TFC - Turkish Food Centre,51.37976598948104,-0.10441349968665843,Grocery Store
246,CR90,51.37731238009046,-0.10639852036199084,Zara,51.37647630258857,-0.10173977039935732,Clothing Store
247,CR90,51.37731238009046,-0.10639852036199084,Wandle Park,51.37526301148687,-0.10977745056152344,Park
248,CR90,51.37731238009046,-0.10639852036199084,YO! Sushi,51.37584622466272,-0.10352164300350906,Sushi Restaurant
249,CR90,51.37731238009046,-0.10639852036199084,UNIQLO,51.375919324675635,-0.10196685791015625,Clothing Store
250,CR90,51.37731238009046,-0.10639852036199084,Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
251,CR90,51.37731238009046,-0.10639852036199084,Costa Coffee,51.37688807055742,-0.10194458376900135,Coffee Shop
252,CR90,51.37731238009046,-0.10639852036199084,Pret A Manger,51.37684534317348,-0.10195414621797846,Sandwich Place
253,CR90,51.37731238009046,-0.10639852036199084,Caffè Nero,51.375442052278515,-0.10334615283305262,Coffee Shop
254,CR90,51.37731238009046,-0.10639852036199084,Next,51.37610708871515,-0.10199685095608402,Clothing Store
255,CR90,51.37731238009046,-0.10639852036199084,Waterstones,51.376038642453985,-0.09990040634448522,Bookstore
256,CR90,51.37731238009046,-0.10639852036199084,BP,51.37888781427808,-0.11088800010471404,Gas Station
